Clusters	Supercluster	roi	regions	n_cells_cluster	n_cells_roi	n_cells_region
311	Upper rhombic lip	Human HTHso-HTHtub	Hypothalamus	2	15499	110066
311	Upper rhombic lip	Human SN	Midbrain	16	8425	127333
311	Upper rhombic lip	Human ANC	Thalamus	4	24985	212413
311	Upper rhombic lip	Human ETH	Thalamus	4	22261	212413
311	Upper rhombic lip	Human HTHma	Hypothalamus	8	9022	110066
311	Upper rhombic lip	Human LP	Thalamus	1	12519	212413
311	Upper rhombic lip	Human A38	Temporal_cortex	1	34466	403268
311	Upper rhombic lip	Human A19	Occipital_cortex	1	26775	112307
311	Upper rhombic lip	Human MD	Thalamus	6	17500	212413
311	Upper rhombic lip	Human M1C	Frontal_cortex	1	110246	310434
311	Upper rhombic lip	Human RN	Midbrain	1	1731	127333
311	Upper rhombic lip	Human CM-Pf	Thalamus	2	15984	212413
311	Upper rhombic lip	Human SEP	BasalForebrain	1	20447	186315
311	Upper rhombic lip	Human MEC	Temporal_cortex	3	46874	403268
311	Upper rhombic lip	Human CA1C-CA3C	Hippocampus	1	32432	237728
311	Upper rhombic lip	Human A29-A30	Limbic_cortex	1	31649	125352
311	Upper rhombic lip	Human DGU-CA4Upy	Hippocampus	1	22000	237728
311	Upper rhombic lip	Human GPi	BasalForebrain	1	1511	186315
311	Upper rhombic lip	Human CA1R-CA2R-CA3R	Hippocampus	1	21695	237728
311	Upper rhombic lip	Human CaB	BasalForebrain	1	29889	186315
311	Upper rhombic lip	Human VLN	Thalamus	1	14486	212413
312	Upper rhombic lip	Human MoAN	Medulla	2545	15537	47114
312	Upper rhombic lip	Human MoSR	Medulla	440	7147	47114
312	Upper rhombic lip	Human PnAN	Pons	1791	13666	106554
312	Upper rhombic lip	Human PnRF	Pons	16	16035	106554
312	Upper rhombic lip	Human CbDN	Cerebellum	136	23155	102634
312	Upper rhombic lip	Human MoRF-MoEN	Medulla	229	13984	47114
312	Upper rhombic lip	Human CBV	Cerebellum	53	54680	102634
312	Upper rhombic lip	Human PnEN	Pons	53	25136	106554
312	Upper rhombic lip	Human IC	Midbrain	19	27978	127333
312	Upper rhombic lip	Human IO	Medulla	74	10446	47114
312	Upper rhombic lip	Human CBL	Cerebellum	6	24799	102634
312	Upper rhombic lip	Human Pul	Thalamus	1	30449	212413
312	Upper rhombic lip	Human PAG-DR	Midbrain	2	10665	127333
312	Upper rhombic lip	Human PB	Pons	12	15507	106554
312	Upper rhombic lip	Human PN	Pons	5	18214	106554
312	Upper rhombic lip	Human DGR-CA4Rpy	Hippocampus	1	16472	237728
312	Upper rhombic lip	Human GPe	BasalForebrain	1	15129	186315
312	Upper rhombic lip	Human PTR	Midbrain	1	23580	127333
312	Upper rhombic lip	Human MN	Hypothalamus	2	17272	110066
312	Upper rhombic lip	Human LG	Thalamus	1	40223	212413
312	Upper rhombic lip	Human SpC	SpinalCord	1	5819	5819
312	Upper rhombic lip	Human PAG	Midbrain	1	16546	127333
312	Upper rhombic lip	Human SEP	BasalForebrain	2	20447	186315
313	Splatter	Human MEC	Temporal_cortex	65	46874	403268
313	Splatter	Human CA4C-DGC	Hippocampus	48	36588	237728
313	Splatter	Human CMN	Amygdala	28	34358	185429
313	Splatter	Human Pir	Paleocortex	15	32175	61436
313	Splatter	Human LG	Thalamus	17	40223	212413
313	Splatter	Human A44-A45	Frontal_cortex	1	35694	310434
313	Splatter	Human HTHpo	Hypothalamus	1	13248	110066
313	Splatter	Human A25	Frontal_cortex	3	35100	310434
313	Splatter	Human Cla	BasalForebrain	2	27853	186315
313	Splatter	Human PAG	Midbrain	2	16546	127333
313	Splatter	Human SN	Midbrain	13	8425	127333
313	Splatter	Human DGU-CA4Upy	Hippocampus	13	22000	237728
313	Splatter	Human S1C	Parietal_cortex	3	35453	143001
313	Splatter	Human ACC	Limbic_cortex	2	28494	125352
313	Splatter	Human LEC	Temporal_cortex	5	29852	403268
313	Splatter	Human HTHso	Hypothalamus	4	9535	110066
313	Splatter	Human CA1R-CA2R-CA3R	Hippocampus	15	21695	237728
313	Splatter	Human CA2U-CA3U	Hippocampus	3	11268	237728
313	Splatter	Human AON	Paleocortex	11	29261	61436
313	Splatter	Human HTHso-HTHtub	Hypothalamus	2	15499	110066
313	Splatter	Human A23	Limbic_cortex	5	32979	125352
313	Splatter	Human V2	Occipital_cortex	3	29649	112307
313	Splatter	Human FI	Frontal_cortex	2	32607	310434
313	Splatter	Human STG	Temporal_cortex	4	27340	403268
313	Splatter	Human A14	Frontal_cortex	1	13473	310434
313	Splatter	Human HTHtub	Hypothalamus	3	10976	110066
313	Splatter	Human CA1C-CA3C	Hippocampus	14	32432	237728
313	Splatter	Human M1C	Frontal_cortex	1	110246	310434
313	Splatter	Human MN	Hypothalamus	7	17272	110066
313	Splatter	Human DGR-CA4Rpy	Hippocampus	30	16472	237728
313	Splatter	Human A13	Frontal_cortex	2	32634	310434
313	Splatter	Human A40	Parietal_cortex	1	35993	143001
313	Splatter	Human TH-TL	Limbic_cortex	2	32230	125352
313	Splatter	Human A35-A36	Temporal_cortex	2	21708	403268
313	Splatter	Human TF	Temporal_cortex	1	29403	403268
313	Splatter	Human MG	Thalamus	2	10529	212413
313	Splatter	Human A29-A30	Limbic_cortex	8	31649	125352
313	Splatter	Human MTG	Temporal_cortex	4	85093	403268
313	Splatter	Human SEP	BasalForebrain	2	20447	186315
313	Splatter	Human A38	Temporal_cortex	1	34466	403268
313	Splatter	Human A46	Frontal_cortex	1	27923	310434
313	Splatter	Human A1C	Temporal_cortex	1	30175	403268
313	Splatter	Human CA1U-CA2U-CA3U	Hippocampus	28	31168	237728
313	Splatter	Human CEN	Amygdala	2	30013	185429
313	Splatter	Human HTHpo-HTHso	Hypothalamus	2	18002	110066
313	Splatter	Human CA1	Hippocampus	2	14677	237728
313	Splatter	Human A43	Parietal_cortex	3	39028	143001
313	Splatter	Human SC	Midbrain	2	27156	127333
313	Splatter	Human CoA	Amygdala	3	8288	185429
313	Splatter	Human Sub	Hippocampus	3	27772	237728
313	Splatter	Human Pro	Occipital_cortex	4	25284	112307
313	Splatter	Human Pul	Thalamus	2	30449	212413
313	Splatter	Human CA1-2R	Hippocampus	19	9696	237728
313	Splatter	Human BNST	Amygdala	1	31259	185429
313	Splatter	Human CA3R	Hippocampus	6	4796	237728
313	Splatter	Human Ig	Temporal_cortex	3	35308	403268
313	Splatter	Human A32	Frontal_cortex	5	22757	310434
313	Splatter	Human DGR-CA4	Hippocampus	6	9164	237728
313	Splatter	Human Idg	Temporal_cortex	1	36450	403268
313	Splatter	Human V1C	Occipital_cortex	3	30599	112307
313	Splatter	Human SI	BasalForebrain	1	33357	186315
313	Splatter	Human RN	Midbrain	1	1731	127333
313	Splatter	Human ITG	Temporal_cortex	1	26596	403268
313	Splatter	Human HTHma	Hypothalamus	1	9022	110066
314	Miscellaneous	Human MoAN	Medulla	7	15537	47114
314	Miscellaneous	Human IO	Medulla	2	10446	47114
314	Miscellaneous	Human MoSR	Medulla	6	7147	47114
314	Miscellaneous	Human PnAN	Pons	9	13666	106554
314	Miscellaneous	Human CBV	Cerebellum	10	54680	102634
314	Miscellaneous	Human PnEN	Pons	2	25136	106554
314	Miscellaneous	Human IC	Midbrain	2	27978	127333
314	Miscellaneous	Human CBL	Cerebellum	1	24799	102634
314	Miscellaneous	Human PB	Pons	1	15507	106554
314	Miscellaneous	Human PnRF	Pons	1	16035	106554
314	Miscellaneous	Human PN	Pons	1	18214	106554
315	Lower rhombic lip	Human PN	Pons	25	18214	106554
315	Lower rhombic lip	Human PnEN	Pons	126	25136	106554
315	Lower rhombic lip	Human PnRF	Pons	8	16035	106554
315	Lower rhombic lip	Human DTg	Pons	83	17996	106554
315	Lower rhombic lip	Human M1C	Frontal_cortex	4	110246	310434
315	Lower rhombic lip	Human PB	Pons	13	15507	106554
315	Lower rhombic lip	Human SN	Midbrain	1	8425	127333
315	Lower rhombic lip	Human MoSR	Medulla	3	7147	47114
315	Lower rhombic lip	Human PnAN	Pons	1	13666	106554
315	Lower rhombic lip	Human PAG	Midbrain	1	16546	127333
315	Lower rhombic lip	Human MoAN	Medulla	2	15537	47114
316	Lower rhombic lip	Human PnEN	Pons	1035	25136	106554
316	Lower rhombic lip	Human MoSR	Medulla	74	7147	47114
316	Lower rhombic lip	Human MoRF-MoEN	Medulla	124	13984	47114
316	Lower rhombic lip	Human PnAN	Pons	21	13666	106554
316	Lower rhombic lip	Human PnRF	Pons	161	16035	106554
316	Lower rhombic lip	Human DTg	Pons	169	17996	106554
316	Lower rhombic lip	Human PN	Pons	93	18214	106554
316	Lower rhombic lip	Human SN	Midbrain	10	8425	127333
316	Lower rhombic lip	Human MoAN	Medulla	207	15537	47114
316	Lower rhombic lip	Human IO	Medulla	22	10446	47114
316	Lower rhombic lip	Human M1C	Frontal_cortex	10	110246	310434
316	Lower rhombic lip	Human GPi	BasalForebrain	1	1511	186315
316	Lower rhombic lip	Human PB	Pons	6	15507	106554
316	Lower rhombic lip	Human CbDN	Cerebellum	4	23155	102634
316	Lower rhombic lip	Human PAG	Midbrain	2	16546	127333
317	Lower rhombic lip	Human DTg	Pons	733	17996	106554
317	Lower rhombic lip	Human PnRF	Pons	1756	16035	106554
317	Lower rhombic lip	Human PnEN	Pons	1148	25136	106554
317	Lower rhombic lip	Human PN	Pons	1095	18214	106554
317	Lower rhombic lip	Human MoSR	Medulla	8	7147	47114
317	Lower rhombic lip	Human IO	Medulla	70	10446	47114
317	Lower rhombic lip	Human IC	Midbrain	1	27978	127333
317	Lower rhombic lip	Human PB	Pons	10	15507	106554
317	Lower rhombic lip	Human MoRF-MoEN	Medulla	14	13984	47114
317	Lower rhombic lip	Human MoAN	Medulla	12	15537	47114
317	Lower rhombic lip	Human MN	Hypothalamus	1	17272	110066
317	Lower rhombic lip	Human GPi	BasalForebrain	2	1511	186315
317	Lower rhombic lip	Human CM-Pf	Thalamus	1	15984	212413
317	Lower rhombic lip	Human SN	Midbrain	7	8425	127333
318	Lower rhombic lip	Human PN	Pons	4395	18214	106554
318	Lower rhombic lip	Human PnRF	Pons	965	16035	106554
318	Lower rhombic lip	Human DTg	Pons	1125	17996	106554
318	Lower rhombic lip	Human PnEN	Pons	1368	25136	106554
318	Lower rhombic lip	Human SN	Midbrain	37	8425	127333
318	Lower rhombic lip	Human MoAN	Medulla	13	15537	47114
318	Lower rhombic lip	Human IO	Medulla	30	10446	47114
318	Lower rhombic lip	Human PB	Pons	42	15507	106554
318	Lower rhombic lip	Human MoRF-MoEN	Medulla	2	13984	47114
318	Lower rhombic lip	Human MoSR	Medulla	7	7147	47114
318	Lower rhombic lip	Human GPi	BasalForebrain	7	1511	186315
318	Lower rhombic lip	Human PnAN	Pons	5	13666	106554
318	Lower rhombic lip	Human PAG	Midbrain	3	16546	127333
319	Lower rhombic lip	Human PN	Pons	3749	18214	106554
319	Lower rhombic lip	Human DTg	Pons	859	17996	106554
319	Lower rhombic lip	Human PnEN	Pons	2084	25136	106554
319	Lower rhombic lip	Human PnRF	Pons	1221	16035	106554
319	Lower rhombic lip	Human IO	Medulla	27	10446	47114
319	Lower rhombic lip	Human PB	Pons	53	15507	106554
319	Lower rhombic lip	Human MoRF-MoEN	Medulla	20	13984	47114
319	Lower rhombic lip	Human MoSR	Medulla	20	7147	47114
319	Lower rhombic lip	Human MoAN	Medulla	13	15537	47114
319	Lower rhombic lip	Human SN	Midbrain	80	8425	127333
319	Lower rhombic lip	Human GPi	BasalForebrain	5	1511	186315
319	Lower rhombic lip	Human PAG	Midbrain	18	16546	127333
319	Lower rhombic lip	Human PnAN	Pons	15	13666	106554
320	Lower rhombic lip	Human PnRF	Pons	5970	16035	106554
320	Lower rhombic lip	Human DTg	Pons	4032	17996	106554
320	Lower rhombic lip	Human PnEN	Pons	7184	25136	106554
320	Lower rhombic lip	Human MoSR	Medulla	368	7147	47114
320	Lower rhombic lip	Human GPi	BasalForebrain	880	1511	186315
320	Lower rhombic lip	Human PN	Pons	7687	18214	106554
320	Lower rhombic lip	Human PB	Pons	214	15507	106554
320	Lower rhombic lip	Human IO	Medulla	820	10446	47114
320	Lower rhombic lip	Human MoAN	Medulla	320	15537	47114
320	Lower rhombic lip	Human MoRF-MoEN	Medulla	206	13984	47114
320	Lower rhombic lip	Human SN	Midbrain	65	8425	127333
320	Lower rhombic lip	Human PAG	Midbrain	7	16546	127333
320	Lower rhombic lip	Human PnAN	Pons	38	13666	106554
320	Lower rhombic lip	Human Pul	Thalamus	1	30449	212413
320	Lower rhombic lip	Human TF	Temporal_cortex	3	29403	403268
320	Lower rhombic lip	Human CbDN	Cerebellum	3	23155	102634
320	Lower rhombic lip	Human SEP	BasalForebrain	2	20447	186315
321	Lower rhombic lip	Human PnEN	Pons	452	25136	106554
321	Lower rhombic lip	Human PN	Pons	346	18214	106554
321	Lower rhombic lip	Human DTg	Pons	147	17996	106554
321	Lower rhombic lip	Human PnRF	Pons	122	16035	106554
321	Lower rhombic lip	Human MoSR	Medulla	10	7147	47114
321	Lower rhombic lip	Human IO	Medulla	16	10446	47114
321	Lower rhombic lip	Human MoAN	Medulla	10	15537	47114
321	Lower rhombic lip	Human GPi	BasalForebrain	1	1511	186315
321	Lower rhombic lip	Human PB	Pons	3	15507	106554
321	Lower rhombic lip	Human CbDN	Cerebellum	3	23155	102634
321	Lower rhombic lip	Human PnAN	Pons	3	13666	106554
321	Lower rhombic lip	Human M1C	Frontal_cortex	1	110246	310434
321	Lower rhombic lip	Human MoRF-MoEN	Medulla	1	13984	47114
321	Lower rhombic lip	Human PAG	Midbrain	4	16546	127333
322	Lower rhombic lip	Human PnEN	Pons	242	25136	106554
322	Lower rhombic lip	Human DTg	Pons	114	17996	106554
322	Lower rhombic lip	Human MoRF-MoEN	Medulla	43	13984	47114
322	Lower rhombic lip	Human MoSR	Medulla	25	7147	47114
322	Lower rhombic lip	Human PnRF	Pons	42	16035	106554
322	Lower rhombic lip	Human MoAN	Medulla	10	15537	47114
322	Lower rhombic lip	Human PN	Pons	6	18214	106554
322	Lower rhombic lip	Human PnAN	Pons	17	13666	106554
322	Lower rhombic lip	Human PB	Pons	2	15507	106554
322	Lower rhombic lip	Human GPi	BasalForebrain	1	1511	186315
322	Lower rhombic lip	Human M1C	Frontal_cortex	2	110246	310434
323	Mammillary body	Human MN	Hypothalamus	322	17272	110066
323	Mammillary body	Human HTHma-HTHtub	Hypothalamus	259	16512	110066
323	Mammillary body	Human HTHma	Hypothalamus	49	9022	110066
323	Mammillary body	Human HTHtub	Hypothalamus	22	10976	110066
323	Mammillary body	Human STH	Thalamus	1	557	212413
323	Mammillary body	Human SN	Midbrain	1	8425	127333
324	Mammillary body	Human HTHma-HTHtub	Hypothalamus	1050	16512	110066
324	Mammillary body	Human HTHma	Hypothalamus	416	9022	110066
324	Mammillary body	Human MN	Hypothalamus	1605	17272	110066
325	Mammillary body	Human HTHma-HTHtub	Hypothalamus	935	16512	110066
325	Mammillary body	Human MN	Hypothalamus	1091	17272	110066
325	Mammillary body	Human HTHma	Hypothalamus	129	9022	110066
326	Mammillary body	Human MN	Hypothalamus	996	17272	110066
326	Mammillary body	Human HTHma	Hypothalamus	381	9022	110066
326	Mammillary body	Human HTHma-HTHtub	Hypothalamus	171	16512	110066
326	Mammillary body	Human HTHtub	Hypothalamus	5	10976	110066
327	Mammillary body	Human HTHma	Hypothalamus	439	9022	110066
327	Mammillary body	Human MN	Hypothalamus	1054	17272	110066
327	Mammillary body	Human SN-RN	Midbrain	1	11252	127333
327	Mammillary body	Human HTHma-HTHtub	Hypothalamus	86	16512	110066
327	Mammillary body	Human HTHtub	Hypothalamus	1	10976	110066
328	Mammillary body	Human MN	Hypothalamus	947	17272	110066
328	Mammillary body	Human HTHma	Hypothalamus	691	9022	110066
328	Mammillary body	Human HTHtub	Hypothalamus	611	10976	110066
328	Mammillary body	Human HTHma-HTHtub	Hypothalamus	91	16512	110066
328	Mammillary body	Human HTHso-HTHtub	Hypothalamus	6	15499	110066
329	Mammillary body	Human MN	Hypothalamus	349	17272	110066
329	Mammillary body	Human HTHtub	Hypothalamus	384	10976	110066
329	Mammillary body	Human HTHma	Hypothalamus	253	9022	110066
329	Mammillary body	Human HTHma-HTHtub	Hypothalamus	496	16512	110066
329	Mammillary body	Human SN-RN	Midbrain	3	11252	127333
329	Mammillary body	Human STH	Thalamus	1	557	212413
329	Mammillary body	Human SN	Midbrain	1	8425	127333
330	Mammillary body	Human HTHma-HTHtub	Hypothalamus	653	16512	110066
330	Mammillary body	Human MN	Hypothalamus	807	17272	110066
330	Mammillary body	Human HTHma	Hypothalamus	347	9022	110066
330	Mammillary body	Human HTHtub	Hypothalamus	1	10976	110066
331	Mammillary body	Human HTHma-HTHtub	Hypothalamus	33	16512	110066
331	Mammillary body	Human MN	Hypothalamus	80	17272	110066
331	Mammillary body	Human HTHtub	Hypothalamus	16	10976	110066
331	Mammillary body	Human HTHma	Hypothalamus	40	9022	110066
331	Mammillary body	Human M1C	Frontal_cortex	2	110246	310434
331	Mammillary body	Human SN	Midbrain	2	8425	127333
331	Mammillary body	Human SN-RN	Midbrain	2	11252	127333
332	Mammillary body	Human HTHma	Hypothalamus	393	9022	110066
332	Mammillary body	Human MN	Hypothalamus	474	17272	110066
332	Mammillary body	Human HTHma-HTHtub	Hypothalamus	91	16512	110066
332	Mammillary body	Human HTHtub	Hypothalamus	102	10976	110066
332	Mammillary body	Human STH	Thalamus	1	557	212413
333	Mammillary body	Human HTHma	Hypothalamus	42	9022	110066
333	Mammillary body	Human HTHma-HTHtub	Hypothalamus	256	16512	110066
333	Mammillary body	Human HTHtub	Hypothalamus	204	10976	110066
333	Mammillary body	Human MN	Hypothalamus	192	17272	110066
333	Mammillary body	Human CM-Pf	Thalamus	3	15984	212413
333	Mammillary body	Human M1C	Frontal_cortex	7	110246	310434
333	Mammillary body	Human SN-RN	Midbrain	2	11252	127333
333	Mammillary body	Human STH	Thalamus	2	557	212413
333	Mammillary body	Human HTHpo-HTHso	Hypothalamus	1	18002	110066
333	Mammillary body	Human DTg	Pons	1	17996	106554
333	Mammillary body	Human MG	Thalamus	1	10529	212413
334	Splatter	Human MD-Re	Thalamus	557	8918	212413
334	Splatter	Human ETH	Thalamus	1255	22261	212413
334	Splatter	Human CM	Thalamus	19	5997	212413
334	Splatter	Human SC	Midbrain	126	27156	127333
334	Splatter	Human PAG-DR	Midbrain	38	10665	127333
334	Splatter	Human PN	Pons	2	18214	106554
334	Splatter	Human VLN	Thalamus	1	14486	212413
335	Splatter	Human IO	Medulla	703	10446	47114
335	Splatter	Human MoSR	Medulla	32	7147	47114
335	Splatter	Human PnRF	Pons	134	16035	106554
335	Splatter	Human MoAN	Medulla	13	15537	47114
335	Splatter	Human PnEN	Pons	7	25136	106554
335	Splatter	Human DTg	Pons	15	17996	106554
335	Splatter	Human PAG-DR	Midbrain	21	10665	127333
335	Splatter	Human MoRF-MoEN	Medulla	30	13984	47114
335	Splatter	Human SN	Midbrain	6	8425	127333
335	Splatter	Human SC	Midbrain	9	27156	127333
335	Splatter	Human PB	Pons	2	15507	106554
335	Splatter	Human PTR	Midbrain	11	23580	127333
335	Splatter	Human GPe	BasalForebrain	1	15129	186315
335	Splatter	Human CM-Pf	Thalamus	1	15984	212413
335	Splatter	Human BNST	Amygdala	1	31259	185429
335	Splatter	Human STH	Thalamus	1	557	212413
335	Splatter	Human HTHpo-HTHso	Hypothalamus	2	18002	110066
335	Splatter	Human IC	Midbrain	1	27978	127333
335	Splatter	Human MG	Thalamus	1	10529	212413
335	Splatter	Human VLN	Thalamus	1	14486	212413
335	Splatter	Human ETH	Thalamus	1	22261	212413
336	Splatter	Human SN-RN	Midbrain	754	11252	127333
336	Splatter	Human PTR	Midbrain	36	23580	127333
336	Splatter	Human PAG	Midbrain	231	16546	127333
336	Splatter	Human PAG-DR	Midbrain	57	10665	127333
336	Splatter	Human SN	Midbrain	70	8425	127333
336	Splatter	Human CM-Pf	Thalamus	97	15984	212413
336	Splatter	Human MoRF-MoEN	Medulla	1	13984	47114
336	Splatter	Human MG	Thalamus	4	10529	212413
336	Splatter	Human VLN	Thalamus	1	14486	212413
336	Splatter	Human SC	Midbrain	2	27156	127333
336	Splatter	Human MoAN	Medulla	2	15537	47114
336	Splatter	Human RN	Midbrain	6	1731	127333
336	Splatter	Human HTHma	Hypothalamus	1	9022	110066
336	Splatter	Human MoSR	Medulla	1	7147	47114
337	Splatter	Human GPe	BasalForebrain	51	15129	186315
337	Splatter	Human SN	Midbrain	31	8425	127333
337	Splatter	Human GPi	BasalForebrain	104	1511	186315
337	Splatter	Human SI	BasalForebrain	3	33357	186315
337	Splatter	Human HTHma-HTHtub	Hypothalamus	1	16512	110066
337	Splatter	Human SN-RN	Midbrain	3	11252	127333
338	Splatter	Human MoSR	Medulla	119	7147	47114
338	Splatter	Human MoRF-MoEN	Medulla	41	13984	47114
338	Splatter	Human MoAN	Medulla	187	15537	47114
338	Splatter	Human PnRF	Pons	1	16035	106554
338	Splatter	Human GPe	BasalForebrain	1	15129	186315
338	Splatter	Human SEP	BasalForebrain	1	20447	186315
339	Splatter	Human PnRF	Pons	172	16035	106554
339	Splatter	Human DTg	Pons	191	17996	106554
339	Splatter	Human PB	Pons	81	15507	106554
339	Splatter	Human PnEN	Pons	40	25136	106554
339	Splatter	Human MoAN	Medulla	2	15537	47114
339	Splatter	Human SN	Midbrain	1	8425	127333
339	Splatter	Human PnAN	Pons	2	13666	106554
340	Splatter	Human PB	Pons	367	15507	106554
340	Splatter	Human DTg	Pons	80	17996	106554
340	Splatter	Human HTHpo-HTHso	Hypothalamus	1	18002	110066
340	Splatter	Human PnEN	Pons	28	25136	106554
340	Splatter	Human PnRF	Pons	5	16035	106554
340	Splatter	Human PAG	Midbrain	21	16546	127333
340	Splatter	Human HTHpo	Hypothalamus	1	13248	110066
340	Splatter	Human MG	Thalamus	8	10529	212413
340	Splatter	Human PTR	Midbrain	1	23580	127333
340	Splatter	Human SC	Midbrain	5	27156	127333
340	Splatter	Human IC	Midbrain	23	27978	127333
340	Splatter	Human PAG-DR	Midbrain	2	10665	127333
340	Splatter	Human PnAN	Pons	3	13666	106554
340	Splatter	Human CEN	Amygdala	1	30013	185429
340	Splatter	Human ETH	Thalamus	1	22261	212413
341	Splatter	Human PnAN	Pons	16	13666	106554
341	Splatter	Human DTg	Pons	278	17996	106554
341	Splatter	Human PnEN	Pons	38	25136	106554
341	Splatter	Human MoAN	Medulla	2	15537	47114
341	Splatter	Human PB	Pons	2	15507	106554
